baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN3409_c0_g1_i1	63.7131607962185	8.34444968157529	2.38757125402262	3.49495315271384	0.000474144970198743	0.0385713180118187
TRINITY_DN2313_c0_g2_i6	99.6838941108345	-5.04587383133979	1.3632846579572	-3.70126209657544	0.000214529739417482	0.0297123689093212
TRINITY_DN8225_c0_g1_i1	32.6374822174638	7.90950459634591	2.36842735399487	3.33955972219491	0.000839113062500386	0.0481726461815701
TRINITY_DN1142_c0_g1_i1	97.1486011795767	-8.91754913938246	2.5480558784093	-3.49974630263977	0.000465701149304291	0.0385713180118187
TRINITY_DN1793_c1_g1_i5	86.2787594239712	7.14854501272867	2.14375438998079	3.33459142807526	0.000854248126935987	0.0481726461815701
TRINITY_DN8127_c0_g1_i7	67.0473442155267	9.28708189182216	2.60839851405546	3.56045360468438	0.000370214720590359	0.0376088994524825
TRINITY_DN285_c0_g1_i5	11.2697719784686	5.85907668381718	1.72886297242562	3.38897690404971	0.000701539191444416	0.046235401610047
TRINITY_DN2417_c0_g1_i4	32.0080611853509	7.53320596115309	2.07301271858854	3.63394102390373	0.000279124690785086	0.0345167586372629
TRINITY_DN4338_c0_g1_i7	48.8432866829789	8.94145882291415	2.61860997332456	3.41458213097775	0.000638799312630985	0.043798863762075
TRINITY_DN2641_c0_g1_i1	122.312304162625	10.3143340912668	2.9376423851415	3.51109248131645	0.000446269115648513	0.0385713180118187
TRINITY_DN1703_c0_g1_i4	199.029941629671	9.17901866958115	2.72993803664961	3.3623542169647	0.000772809203202761	0.0473602100192843
TRINITY_DN2670_c1_g1_i14	71.6814195285046	9.73012663031171	2.63639491975537	3.69069389316475	0.000223643140593012	0.0303672303648354
TRINITY_DN9832_c0_g2_i2	67.7119303593082	9.32532087467398	2.1985759665797	4.24152770539982	2.2200347851816e-05	0.00854096715965699
TRINITY_DN7822_c0_g1_i2	79.5450538672284	9.09079476469519	2.69138404653094	3.37773970846442	0.000730842237988151	0.0464319495235592
TRINITY_DN8507_c0_g1_i1	38.7604523549226	8.50953131306529	2.31954303822212	3.66862402328506	0.000243859389928819	0.0318627599105108
TRINITY_DN11908_c0_g1_i3	104.862636912264	7.22870706215484	1.83073145395836	3.94853491293063	7.86309495898638e-05	0.0170020774941561
TRINITY_DN2658_c0_g1_i1	106.068546577087	-8.2118607327933	2.38811841590966	-3.43863213737051	0.000584661124558883	0.0417565632609411
TRINITY_DN4506_c0_g1_i1	60.3475522184035	7.93344664369303	2.29910323295155	3.45067003951285	0.000559196781691836	0.0415971207789084
TRINITY_DN7700_c0_g1_i1	53.9161276923446	8.7020452328482	2.48527868685012	3.50143638976654	0.000462757425261178	0.0385713180118187
TRINITY_DN2169_c0_g1_i11	707.187209516732	12.7383425811572	2.52173977314225	5.05141042578091	4.38559589036329e-07	0.000759256288519145
TRINITY_DN3507_c0_g2_i5	22.6247747941903	8.07946579720991	2.10380498564232	3.84040624123872	0.000122830878491103	0.0224026300900752
TRINITY_DN182_c0_g1_i1	68.9971530975821	-8.4360204669234	2.52598613890578	-3.3396938870685	0.000838707822380322	0.0481726461815701
TRINITY_DN205_c0_g1_i23	505.665163256815	-9.26946178421174	2.30967882359306	-4.01331201963036	5.98726861460235e-05	0.0144738967602764
TRINITY_DN133_c0_g1_i6	69.5578047336349	7.88905633279757	2.27302666931876	3.47072757186873	0.000519050309924071	0.0395804633369161
TRINITY_DN14366_c0_g2_i2	29.5229923807432	7.76578557406639	2.22408102228936	3.49168285518334	0.000479987795995102	0.0385713180118187
TRINITY_DN4686_c0_g2_i1	273.504399654887	6.87066152901449	1.66009194809684	4.13872348269091	3.49243572078902e-05	0.0100771322360267
TRINITY_DN205_c0_g1_i16	464.887278038106	-8.6743066431152	2.18652169481919	-3.96717154175436	7.2730644920993e-05	0.0162470876154154
TRINITY_DN6666_c0_g1_i3	48.3052569151886	8.44746190389031	2.45283294931504	3.44396136159589	0.000573257619416593	0.0417565632609411
