Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TRINITY_DN4506_c0_g1_i1	60.34755222	7.933446644	2.299103233	3.45067004	0.000559197	0.041597121
TRINITY_DN7700_c0_g1_i1	53.91612769	8.702045233	2.485278687	3.50143639	0.000462757	0.038571318
TRINITY_DN2169_c0_g1_i11	707.1872095	12.73834258	2.521739773	5.051410426	4.39E-07	0.000759256
TRINITY_DN3507_c0_g2_i5	22.62477479	8.079465797	2.103804986	3.840406241	0.000122831	0.02240263
TRINITY_DN182_c0_g1_i1	68.9971531	-8.436020467	2.525986139	-3.339693887	0.000838708	0.048172646
TRINITY_DN205_c0_g1_i23	505.6651633	-9.269461784	2.309678824	-4.01331202	5.99E-05	0.014473897
TRINITY_DN133_c0_g1_i6	69.55780473	7.889056333	2.273026669	3.470727572	0.00051905	0.039580463
TRINITY_DN14366_c0_g2_i2	29.52299238	7.765785574	2.224081022	3.491682855	0.000479988	0.038571318
TRINITY_DN4686_c0_g2_i1	273.5043997	6.870661529	1.660091948	4.138723483	3.49E-05	0.010077132
TRINITY_DN205_c0_g1_i16	464.887278	-8.674306643	2.186521695	-3.967171542	7.27E-05	0.016247088
TRINITY_DN6666_c0_g1_i3	48.30525692	8.447461904	2.452832949	3.443961362	0.000573258	0.041756563
TRINITY_DN640_c0_g1_i12	53.65802202	9.064447426	2.50982471	3.611585858	0.00030433	0.035720124
TRINITY_DN9166_c1_g1_i3	59.99304678	8.674150043	2.43436249	3.563212167	0.000366344	0.037608899
TRINITY_DN3844_c0_g1_i2	383.7200457	-10.84893905	2.594501266	-4.181512334	2.90E-05	0.009549131
TRINITY_DN2670_c1_g1_i7	70.23030943	9.871824735	2.914990945	3.386571321	0.000707719	0.046235402
TRINITY_DN508_c0_g1_i1	1807.376778	-7.130919327	1.889838167	-3.773296281	0.000161105	0.026530737
TRINITY_DN4076_c0_g1_i2	78.52069675	9.001212606	2.689198725	3.347172719	0.000816403	0.048172646
TRINITY_DN7513_c0_g1_i1	65.44569358	9.021249402	2.61633011	3.448054727	0.00056464	0.041597121
TRINITY_DN410_c0_g1_i3	137.4053051	-9.283370908	2.583203258	-3.593743884	0.00032596	0.037608899
TRINITY_DN5513_c0_g1_i10	110.7728081	10.29488042	2.476817232	4.156495798	3.23E-05	0.00973011
TRINITY_DN9800_c0_g1_i1	27.26697934	7.991584384	2.265503677	3.527508899	0.00041949	0.038571318
TRINITY_DN6835_c0_g1_i1	58.1888652	-7.263978368	2.195646103	-3.308355731	0.000938455	0.049314106
TRINITY_DN297_c0_g2_i1	169.4323357	10.43074694	2.274285208	4.586384726	4.51E-06	0.003470096
TRINITY_DN0_c0_g1_i3	505.9735447	-8.109928751	2.261004065	-3.586870487	0.00033467	0.037608899
TRINITY_DN259_c0_g1_i6	82.58347265	8.110849992	2.293950447	3.535756407	0.000406609	0.038571318
TRINITY_DN4335_c0_g1_i1	36.63529611	-7.178824336	2.016576143	-3.5599074	0.000370986	0.037608899
TRINITY_DN4073_c0_g1_i5	48.36290308	8.753481591	2.319698668	3.773542534	0.000160946	0.026530737
TRINITY_DN265_c0_g1_i12	1704.734038	-10.86937259	2.235324571	-4.862547807	1.16E-06	0.001337499
TRINITY_DN7064_c0_g1_i1	28.46529307	7.793956214	2.327317214	3.348901545	0.000811326	0.048172646
TRINITY_DN225_c0_g1_i6	95.09176272	6.909182141	1.796732822	3.84541433	0.000120349	0.02240263
TRINITY_DN2670_c1_g1_i12	54.35054887	9.150774227	2.364195914	3.870565113	0.000108583	0.021483991
TRINITY_DN2670_c1_g1_i19	126.5825572	10.33588309	2.943138206	3.511857878	0.000444986	0.038571318
TRINITY_DN4386_c0_g1_i1	60.34339296	8.811463568	2.612719784	3.372525298	0.000744822	0.046889958
TRINITY_DN182_c0_g1_i2	74.18019774	-8.528457646	2.507551899	-3.401109125	0.00067113	0.045564484
TRINITY_DN3213_c0_g1_i2	37.58822014	6.852253634	1.896734718	3.612657885	0.000303074	0.035720124
TRINITY_DN2835_c0_g1_i7	50.89096947	8.098681473	2.316805766	3.495623842	0.000472955	0.038571318
TRINITY_DN11430_c0_g1_i2	25.48808124	7.680155772	2.16130213	3.553485495	0.000380162	0.037608899
TRINITY_DN1958_c0_g1_i1	186.5425588	-9.087976566	2.09552108	-4.336857621	1.45E-05	0.00625562
TRINITY_DN3476_c0_g1_i1	51.46203248	7.231116144	2.189795064	3.30218853	0.000959336	0.049361985
TRINITY_DN10636_c0_g1_i1	38.5804637	8.477066291	2.56446012	3.305594899	0.00094775	0.049347135
TRINITY_DN4470_c0_g1_i8	55.23959202	9.260734422	2.654160021	3.489139444	0.000484578	0.038571318
TRINITY_DN3228_c0_g1_i2	63.68960086	-5.703798978	1.425094189	-4.002401399	6.27E-05	0.014473897
TRINITY_DN9790_c0_g2_i1	134.3019953	8.516438224	2.396381579	3.553874015	0.000379601	0.037608899
TRINITY_DN5267_c0_g1_i3	56.10463181	7.750853834	2.165989881	3.578434924	0.000345658	0.037608899
TRINITY_DN22192_c0_g1_i1	352.557782	-8.285013078	2.51266505	-3.297301038	0.000976188	0.049630706
TRINITY_DN2234_c0_g1_i1	119.7438295	8.809501333	2.075644243	4.24422507	2.19E-05	0.008540967
TRINITY_DN2767_c0_g1_i3	76.22483144	7.769474523	2.348765715	3.30789677	0.000939995	0.049314106
TRINITY_DN16705_c0_g1_i11	86.68623274	9.705075765	2.666540147	3.639576092	0.000273087	0.034384165
TRINITY_DN3045_c0_g1_i1	60.76883115	8.913445095	2.673384972	3.334141992	0.00085563	0.048172646
TRINITY_DN0_c0_g2_i2	1748.12273	-7.339468086	2.164355888	-3.391063423	0.00069622	0.046235402
TRINITY_DN5429_c0_g1_i1	56.82918551	8.926727159	2.372877409	3.761984131	0.000168571	0.026530737
TRINITY_DN3754_c0_g1_i5	70.33065547	9.156877184	2.615246077	3.501344391	0.000462917	0.038571318
TRINITY_DN7961_c0_g1_i5	45.18926578	8.168659797	2.427149798	3.365535907	0.000763951	0.04736021
TRINITY_DN4301_c0_g2_i7	63.0376916	9.637854692	2.919389322	3.301325596	0.000962291	0.049361985
TRINITY_DN344_c0_g1_i10	385.7473516	12.33020766	2.817624451	4.37610046	1.21E-05	0.005577919
TRINITY_DN8701_c0_g1_i1	20.07926851	7.70862533	2.324637964	3.316054134	0.000912981	0.049314106
TRINITY_DN2863_c0_g1_i6	60.63608495	8.884791739	2.626578048	3.38264905	0.000717903	0.04643195
TRINITY_DN297_c0_g1_i4	39.09593571	8.558021597	2.532074895	3.379845364	0.000725266	0.04643195
TRINITY_DN1721_c0_g1_i2	134.9841849	10.56621104	2.952700732	3.578490339	0.000345585	0.037608899
TRINITY_DN1336_c0_g1_i19	142.9915132	10.57391978	2.682809558	3.941360559	8.10E-05	0.017002077
TRINITY_DN225_c0_g2_i3	59.99625283	6.394585532	1.742412677	3.669960403	0.000242588	0.03186276
TRINITY_DN1501_c0_g1_i6	411.4674247	27.27832241	2.776775785	9.823739661	8.90E-23	6.16E-19
TRINITY_DN7374_c0_g1_i2	104.4871493	8.753422994	2.162714061	4.047425016	5.18E-05	0.013792513
TRINITY_DN3127_c0_g1_i9	139.64708	10.16935628	2.305743138	4.410446296	1.03E-05	0.005495136
TRINITY_DN265_c2_g2_i1	999.430377	-10.56253457	2.329656173	-4.533945694	5.79E-06	0.003644559
TRINITY_DN1642_c0_g2_i2	62.9381667	9.254800478	2.413986796	3.833823985	0.000126166	0.02240263
TRINITY_DN1828_c0_g1_i10	77.94474979	9.903246442	2.630671549	3.764531702	0.000166861	0.026530737
TRINITY_DN375_c0_g1_i1	76.17627545	-8.593091693	2.268334058	-3.788283151	0.000151692	0.026261662
TRINITY_DN4599_c0_g1_i1	46.49765384	7.569581213	2.262801672	3.345225217	0.000822158	0.048172646
TRINITY_DN5510_c3_g1_i2	63.3630898	9.637619004	2.390609789	4.03144798	5.54E-05	0.014217863
TRINITY_DN5066_c0_g1_i13	65.44021763	9.009250858	2.652087708	3.397041068	0.000681187	0.045798281
TRINITY_DN5463_c0_g1_i4	56.43199342	8.165428133	2.450754988	3.331801087	0.000862859	0.048187895
TRINITY_DN1125_c0_g1_i25	53.34979159	9.024319417	2.423886174	3.723078879	0.000196808	0.028393654
TRINITY_DN699_c0_g1_i16	569.3688378	27.65866369	3.003805622	9.207874001	3.33E-20	1.15E-16
TRINITY_DN3645_c0_g1_i1	307.7771576	-9.667500416	2.082294798	-4.64271458	3.44E-06	0.002976549
TRINITY_DN1777_c0_g1_i6	24.53955995	8.524560208	2.556200404	3.334855981	0.000853436	0.048172646
TRINITY_DN158_c0_g1_i20	69.83731776	8.91622217	2.691965288	3.3121609	0.000925783	0.049314106
TRINITY_DN991_c0_g1_i12	33.53549069	8.195015311	2.361556558	3.470175332	0.000520119	0.039580463
TRINITY_DN2269_c0_g1_i16	102.3137677	9.948366103	2.249615644	4.422251476	9.77E-06	0.005495136
TRINITY_DN8127_c0_g1_i10	77.64445734	9.090751109	2.267470362	4.009203941	6.09E-05	0.014473897
TRINITY_DN2472_c0_g1_i3	82.92025599	9.241346116	2.527898822	3.655742088	0.000256439	0.032885937
TRINITY_DN6703_c0_g2_i1	73.60462973	8.880968533	2.448213166	3.627530747	0.000286145	0.034764072
TRINITY_DN668_c0_g1_i13	394.6982642	11.82818492	2.265728745	5.220477053	1.78E-07	0.000411952
TRINITY_DN6421_c0_g1_i1	45.12550043	9.307762522	2.64635578	3.517199989	0.000436125	0.038571318
TRINITY_DN198_c0_g1_i4	23.40206483	8.374207888	2.386204677	3.509425645	0.000449076	0.038571318
TRINITY_DN3150_c0_g1_i3	107.2183666	10.30006432	2.685476889	3.83546936	0.000125325	0.02240263
TRINITY_DN3127_c0_g2_i2	101.9362642	10.00272156	2.926942391	3.417464447	0.000632073	0.043771089
TRINITY_DN2579_c0_g1_i4	47.70216927	8.744255668	2.637876763	3.314884073	0.000916811	0.049314106
TRINITY_DN9_c0_g2_i1	36.22828446	-7.037619525	2.124462072	-3.312659528	0.000924134	0.049314106
TRINITY_DN10961_c1_g2_i3	61.96621358	8.73763642	2.462572969	3.548173609	0.000387912	0.037835122
TRINITY_DN5950_c0_g1_i4	64.42576642	8.285306264	2.357405197	3.514587256	0.000440438	0.038571318
TRINITY_DN8225_c0_g1_i10	55.97603066	8.772172162	2.622952547	3.344388435	0.000824642	0.048172646
TRINITY_DN5510_c0_g1_i13	473.3903873	10.71637293	2.291762462	4.676039994	2.92E-06	0.00289334
TRINITY_DN4155_c0_g2_i1	209.7176134	-10.04967031	2.388834709	-4.206934149	2.59E-05	0.009434712
TRINITY_DN3127_c0_g2_i8	32.19096866	7.241098602	2.108769772	3.433802351	0.000595178	0.042057222
TRINITY_DN1503_c0_g1_i9	15.77023115	7.36286528	2.065751645	3.56425483	0.000364891	0.037608899
TRINITY_DN7663_c0_g1_i6	31.48665552	8.59453974	2.587205568	3.321939257	0.000893942	0.04913131
TRINITY_DN6159_c0_g1_i4	73.2853502	8.123924244	2.33973595	3.472154302	0.000516299	0.039580463
TRINITY_DN297_c1_g1_i9	57.49197302	9.69885478	2.593687101	3.739408188	0.000184454	0.027768347
TRINITY_DN9658_c0_g1_i1	64.75786547	8.146524147	2.422107657	3.363402994	0.000769879	0.04736021
TRINITY_DN11371_c0_g1_i2	64.88434979	9.090048123	2.429136973	3.742089567	0.000182496	0.027768347
TRINITY_DN1084_c0_g1_i1	158.7851059	-9.094352531	2.223913129	-4.089347022	4.33E-05	0.011982722
TRINITY_DN6921_c0_g1_i3	59.71862567	9.339169118	2.62219195	3.561588661	0.000368618	0.037608899
TRINITY_DN1828_c0_g1_i11	46.76566276	9.133724326	2.326551792	3.925863313	8.64E-05	0.017601562
TRINITY_DN10966_c0_g1_i2	53.02966127	8.983514621	2.612607338	3.438524607	0.000584893	0.041756563
TRINITY_DN344_c0_g1_i14	277.4812313	8.856102896	2.376289173	3.726862453	0.000193878	0.028393654
TRINITY_DN1622_c0_g1_i3	91.86415488	-7.633564221	2.207581732	-3.457885211	0.000544433	0.040980441
TRINITY_DN156_c0_g1_i19	67.47785283	7.222655304	2.059843815	3.506409201	0.000454196	0.038571318
TRINITY_DN3731_c2_g1_i1	38.87708202	8.545900612	2.55752826	3.341468693	0.000833364	0.048172646
TRINITY_DN268_c0_g1_i1	263.1492847	-8.583859414	1.739387294	-4.934990295	8.02E-07	0.001110143
TRINITY_DN3978_c0_g1_i1	430.7722451	11.58037557	2.780689038	4.164570512	3.12E-05	0.00973011
TRINITY_DN5972_c0_g1_i2	37.56033921	8.232016925	2.405443753	3.422244613	0.000621064	0.043443121
TRINITY_DN11701_c0_g1_i1	24.27429886	7.829554941	2.352483225	3.328208617	0.000874064	0.048423138
TRINITY_DN699_c0_g1_i17	83.24245318	9.743753338	2.628163374	3.707438219	0.000209366	0.029589037
TRINITY_DN4249_c0_g1_i6	55.95644005	6.774252155	1.920670275	3.527025041	0.000420257	0.038571318
TRINITY_DN3603_c1_g1_i7	46.65810626	8.437986073	2.426304057	3.477711728	0.000505713	0.039580463
TRINITY_DN7374_c0_g1_i7	51.22629303	8.162767637	2.476813901	3.295672571	0.000981864	0.049630706
TRINITY_DN508_c0_g2_i5	1989.204659	-8.169070143	1.861763027	-4.387814145	1.14E-05	0.005577919
TRINITY_DN3043_c0_g2_i2	87.06286642	9.292566378	2.221896814	4.182267295	2.89E-05	0.009549131
TRINITY_DN4018_c1_g1_i1	479.1504312	-9.075259398	1.997436269	-4.543453795	5.53E-06	0.003644559
